lead_id,email,company_name,industry,job_title,seniority_level,company_size,country,email_opens,email_clicks,website_visits,time_on_site,pages_viewed,content_downloads,form_submissions,event_attendance,demo_requests,pricing_page_views,feature_page_views,days_since_first_interaction,total_interactions,last_interaction_days,interaction_frequency,engagement_score,intent_score,recency_score,is_recent,avg_interactions_per_day,high_frequency,engagement_depth,engagement_consistency,seniority_numeric,company_size_numeric,is_decision_maker,industry_encoded,is_major_market,content_engagement_ratio,has_demo_request,pricing_interest,lead_score,score_category,score_rank,model_version
LEAD_1,smithsamantha@example.com,Thomas-Carey,Retail,Outdoor activities/education manager,Executive,1-10,Germany,0.2653884291881374,-0.16384222025982453,0.44916980787741095,1.152177818582331,0.7295999174112793,-0.006673628425609235,-1.240644789435568,1.0270318985055649,-1.031151651139573,-0.7416142897477591,-1.192537286653506,-1.0823291138216795,-0.8895303429116107,-1.3676828284956646,-0.17541792260411299,0.7156547266126881,-1.3377164447851273,1.098517810328896,1,-0.17541792260411299,1,1.5361489674619617,-0.2831926950184543,1.3017579506463328,-1.4233450516993382,0,0.7401469164319405,1,-0.29454966327715537,0,1,1.6186672498439378,unqualified,270,20251203_121149
LEAD_2,rivastina@example.org,"Guzman, Garcia and Davidson",Retail,Proofreader,Executive,1-10,Germany,0.09071416688791538,0.5294252843656666,0.7113651815248814,1.2639728827558283,-0.9161141820126588,1.423389605633534,1.2031729179227404,1.0270318985055649,-1.031151651139573,-0.02623073050554772,-1.192537286653506,-0.8493070752142885,1.4527827961306818,0.22122483642333812,0.20526099066479714,0.9497788017928311,0.10721382609965065,-0.4451608419527005,0,0.20526099066479714,1,-0.19335234041571556,-0.32141846714474737,1.3017579506463328,-1.4233450516993382,0,0.7401469164319405,1,-0.170577714888739,0,1,0.0,unqualified,284,20251203_121149
LEAD_3,david17@example.net,Palmer-Holmes,Retail,"Scientist, biomedical",Senior,51-200,Canada,-0.08396009541230662,-1.550377229510807,-1.7357916391848425,-0.87802054680838,-0.5503999376962282,-1.4367368624847525,1.2031729179227404,-0.9736795920896916,-1.031151651139573,0.6891528287366636,1.5883502842446817,-0.06285769491434377,-1.712505229602146,-0.023222496641123823,-0.4493392773207836,-2.4808640626609937,0.3961998802766062,-0.37094552213146986,0,-0.4493392773207836,0,-0.7697549981463186,3.9067406666889544,0.391861899402391,-0.01687760930868782,0,0.7401469164319405,1,-0.45086211994081077,0,1,7.112468785920654,unqualified,218,20251203_121149
LEAD_4,millerphilip@example.org,"Rogers, Swanson and Ayers",Healthcare,Fine artist,Mid,51-200,USA,-0.4333086200127506,1.2226927889911579,0.2743728921124307,0.06105799224899727,-0.7332570598544434,1.423389605633534,1.2031729179227404,-0.9736795920896916,0.969789457151966,1.404536387978875,1.240739337882408,1.218763517426307,0.5031963884108335,-0.023222496641123823,-0.3337200449535608,0.5648208091514979,1.841130151161384,-0.37094552213146986,0,-0.3337200449535608,0,-0.46322025141426765,-0.34738823606105657,-0.5180341518415508,-0.01687760930868782,0,0.041015698139805254,1,-0.11218513050289071,1,1,54.378644416712596,cold,4,20251203_121149
LEAD_5,thomasbarajas@example.com,Hill-Houston,Finance,"Restaurant manager, fast food",Mid,51-200,Germany,-0.9573314069134166,0.5294252843656666,-1.2987993497723918,-1.5622063395501835,0.18102855093663323,-1.4367368624847525,-0.018735935756413805,-0.9736795920896916,-1.031151651139573,-1.4569978489899704,1.240739337882408,0.1410365888671234,-0.0032496957064189597,-0.5121171627700477,-0.29473519392720426,-1.6243428885063789,-1.7711955260505605,-0.14829956266777816,0,-0.29473519392720426,0,-1.0111694446156756,-0.16419608235411834,-0.5180341518415508,-0.01687760930868782,0,-0.65811552015233,1,-0.45086211994081077,0,0,0.0,unqualified,284,20251203_121149
LEAD_6,tmartinez@example.net,Hale and Sons,Healthcare,"Programmer, systems",Senior,201-1000,Germany,-1.3066799315138606,1.5693265413039035,-0.16261939730002,0.38302777706866953,0.3638856730948486,-1.4367368624847525,1.2031729179227404,1.0270318985055649,-1.031151651139573,-1.4569978489899704,1.240739337882408,1.1022524981226114,-1.0161418639409239,-1.6121301615601265,-0.42037856505534893,-0.22581412083737815,-1.0487303906081715,2.523451950896523,1,-0.42037856505534893,0,0.538224366139055,-0.4384486633422832,0.391861899402391,0.6863561118866375,0,0.041015698139805254,1,-0.45086211994081077,0,0,0.0,unqualified,284,20251203_121149
LEAD_7,judybennett@example.org,Strong-Marquez,Technology,Art therapist,Senior,1000+,USA,0.9640854783890254,0.5294252843656666,0.6239667236423913,1.697737731748998,1.09531416172771,0.7083579886039624,-0.018735935756413805,-0.9736795920896916,0.969789457151966,-1.4569978489899704,-0.8449263402912326,-0.4706462624772781,-1.0161418639409239,1.6879088348101097,-0.3426999441932974,1.561816428414199,-0.9042373635196939,-0.6826498653806384,0,-0.3426999441932974,0,2.5012200839676533,-0.2281679455533666,0.391861899402391,1.3895898330819627,0,1.4392781347240757,1,-0.23314119815929074,1,0,3.0186076384277394,unqualified,256,20251203_121149
LEAD_8,sjarvis@example.com,Coleman-Garza,Healthcare,"Surveyor, planning and development",Entry,1000+,Germany,0.2653884291881374,-1.2037434771980613,-1.7357916391848425,0.0968324127845164,0.7295999174112793,0.7083579886039624,-1.240644789435568,-0.9736795920896916,0.969789457151966,-1.4569978489899704,-0.49731539392895907,-1.3444789072549945,0.6931136699548032,1.6879088348101097,0.7581413870886449,-1.396020117843973,-1.3377164447851273,-0.6826498653806384,0,0.7581413870886449,1,0.5669711653541182,4.883765486459293,-1.4279302030854926,1.3895898330819627,0,0.041015698139805254,1,5.645323689941751,1,0,35.15151758210486,unqualified,31,20251203_121149
LEAD_9,carolynwilliams@example.com,Gonzales Inc,Healthcare,Interpreter,Mid,1-10,Canada,0.2653884291881374,-0.16384222025982453,0.8861620972898617,1.5904144701424403,-0.5503999376962282,-0.7217052454551809,-0.018735935756413805,-0.9736795920896916,0.969789457151966,-0.7416142897477591,0.8931283915201347,-0.9075625848661363,0.56650214892549,-0.5121171627700477,0.06686918957236818,0.6319501899996094,-0.3262652551657827,-0.14829956266777816,0,0.06686918957236818,1,0.3636902280476001,-0.3165279090925043,-0.5180341518415508,-1.4233450516993382,0,0.041015698139805254,1,-0.3853117348883101,1,1,17.6398747961897,unqualified,153,20251203_121149
LEAD_10,jamesjesse@example.org,Jackson-Rogers,Technology,Audiological scientist,Entry,1-10,India,0.2653884291881374,-0.5104759725725702,0.012177518464960272,1.3891833546301453,-1.0989713041708742,-0.006673628425609235,-1.240644789435568,1.0270318985055649,0.969789457151966,-1.4569978489899704,0.5455174451578613,0.17016434369304725,0.7564194304694597,-1.3676828284956646,-0.2283895463563425,-0.23202980424924002,-1.0487303906081715,1.098517810328896,1,-0.2283895463563425,1,-0.36407312759088656,-0.233983569480571,-1.4279302030854926,-1.4233450516993382,0,1.4392781347240757,0,-0.25733241169057075,1,0,13.000167560742552,unqualified,174,20251203_121149
